114,0.2075,0.382,110,564,0.1675
115,0.22,0.382,113,570,0.1625
116,0.22,0.378,114,577,0.1725
117,0.2125,0.378,118,582,0.1725
118,0.2025,0.38,123,587,0.1725
119,0.2,0.382,124,594,0.1825
120,0.1825,0.38,126,603,0.19
121,0.1925,0.372,128,603,0.1825
122,0.2,0.382,130,608,0.175
123,0.2,0.386,130,610,0.165
124,0.2,0.39,133,613,0.1675
125,0.2075,0.392,134,618,0.1625
126,0.21,0.396,135,621,0.165
127,0.2075,0.404,139,626,0.16
128,0.2125,0.412,140,629,0.1575
129,0.21,0.412,140,633,0.1525
130,0.215,0.41,140,639,0.145
131,0.22,0.41,140,649,0.1375
132,0.21,0.4,142,652,0.1575
133,0.2125,0.402,144,658,0.1575
134,0.2,0.412,147,662,0.155
135,0.19,0.416,148,666,0.165
136,0.195,0.418,148,672,0.1575
137,0.195,0.414,149,676,0.1525
138,0.1925,0.414,149,682,0.1425
139,0.1975,0.404,151,687,0.145
140,0.205,0.4,151,694,0.1575
141,0.2075,0.402,153,702,0.155
142,0.195,0.396,158,706,0.1525
143,0.195,0.4,159,707,0.1575
144,0.19,0.402,160,709,0.1675
145,0.1875,0.404,161,712,0.1675
146,0.195,0.41,161,717,0.1675
147,0.1875,0.416,162,725,0.175
148,0.185,0.414,162,726,0.18
149,0.185,0.416,162,732,0.1725
150,0.1875,0.41,163,738,0.165
151,0.195,0.414,164,743,0.17
152,0.195,0.408,165,746,0.17
153,0.2075,0.408,166,753,0.1575
154,0.2025,0.408,168,758,0.155
155,0.225,0.412,168,762,0.15
156,0.2225,0.416,169,772,0.155
157,0.205,0.412,171,779,0.16
158,0.21,0.406,174,784,0.15
159,0.2075,0.404,176,789,0.1575
160,0.21,0.41,177,792,0.1625
161,0.2125,0.414,177,799,0.1625
162,0.21,0.416,177,807,0.155
163,0.205,0.418,179,812,0.1525
164,0.215,0.416,181,815,0.155
165,0.2125,0.414,181,824,0.1575
166,0.2175,0.406,182,831,0.1575
167,0.2225,0.406,183,834,0.15
168,0.23,0.408,183,834,0.145
169,0.22,0.416,184,840,0.1525
170,0.215,0.41,186,849,0.1525
171,0.2125,0.408,186,853,0.1525
172,0.205,0.412,188,859,0.1675
173,0.21,0.41,190,862,0.1675
174,0.21,0.414,190,868,0.1775
175,0.2125,0.42,190,872,0.17
176,0.22,0.422,193,878,0.17
177,0.215,0.422,197,886,0.1725
178,0.2225,0.414,198,891,0.17
179,0.215,0.414,201,896,0.165
180,0.225,0.426,203,902,0.1575
181,0.225,0.422,203,909,0.1625
182,0.2275,0.418,204,912,0.16
183,0.23,0.418,204,918,0.17
184,0.225,0.422,206,921,0.1675
185,0.2225,0.432,206,923,0.16
186,0.23,0.432,207,927,0.165
187,0.2225,0.434,210,930,0.1675
188,0.215,0.442,210,935,0.165
189,0.225,0.446,211,937,0.16
190,0.225,0.45,212,942,0.1575
191,0.2325,0.446,215,945,0.1525
192,0.23,0.452,216,950,0.1575
193,0.22,0.456,217,958,0.1625
194,0.215,0.446,219,964,0.17
195,0.2225,0.444,220,969,0.165
196,0.22,0.442,221,973,0.18
197,0.2125,0.44,224,979,0.175
198,0.22,0.434,224,983,0.1775
199,0.22,0.432,225,987,0.185
200,0.23,0.428,227,993,0.185
201,0.225,0.428,228,1000,0.1825
202,0.24,0.43,228,1004,0.1775
203,0.235,0.426,229,1009,0.18
204,0.2425,0.432,230,1014,0.18
205,0.245,0.426,234,1016,0.175
206,0.2525,0.428,236,1023,0.1675
207,0.245,0.43,237,1024,0.1775
208,0.25,0.436,237,1030,0.18
209,0.2525,0.446,239,1034,0.17
210,0.2525,0.452,239,1042,0.1775
211,0.24,0.448,240,1045,0.18
212,0.225,0.45,241,1050,0.195
213,0.235,0.452,242,1055,0.1825
214,0.2325,0.454,245,1059,0.1875
215,0.2425,0.458,247,1064,0.185
216,0.25,0.456,247,1070,0.175
217,0.2475,0.462,249,1077,0.1825
218,0.2475,0.464,252,1078,0.1775
219,0.2475,0.468,254,1083,0.185
220,0.255,0.466,255,1092,0.1875
221,0.245,0.462,257,1097,0.1875
222,0.2425,0.46,259,1107,0.1925
223,0.245,0.458,260,1112,0.195
224,0.25,0.454,260,1118,0.1925
225,0.245,0.454,261,1127,0.1925
226,0.2575,0.456,262,1133,0.1925
227,0.255,0.454,263,1137,0.1925
228,0.2475,0.454,263,1140,0.2025
229,0.2425,0.458,264,1141,0.1975
230,0.24,0.462,265,1147,0.1875
231,0.235,0.456,267,1151,0.1925
232,0.2325,0.454,270,1153,0.175
233,0.2325,0.462,271,1158,0.17
234,0.22,0.458,273,1162,0.18
235,0.2075,0.456,275,1170,0.19
236,0.1975,0.446,277,1177,0.1875
237,0.1925,0.446,277,1184,0.2
238,0.185,0.442,279,1187,0.195
239,0.1725,0.44,280,1192,0.2
240,0.1775,0.444,280,1196,0.2075
241,0.1675,0.444,281,1201,0.2075
242,0.165,0.448,282,1204,0.205
243,0.165,0.45,282,1211,0.2075
244,0.1675,0.448,283,1219,0.2075
245,0.165,0.448,283,1224,0.205
246,0.1725,0.454,285,1228,0.2025
247,0.1775,0.46,285,1233,0.205
248,0.18,0.454,285,1239,0.195
249,0.1825,0.448,286,1248,0.1975
250,0.18,0.446,286,1251,0.205
251,0.1775,0.448,286,1256,0.2025
252,0.1875,0.444,289,1262,0.1975
253,0.1975,0.44,290,1267,0.1875
254,0.2025,0.436,292,1270,0.175
255,0.21,0.44,292,1272,0.1625
256,0.2,0.448,295,1274,0.165
257,0.22,0.448,296,1282,0.15
258,0.2275,0.448,296,1286,0.14
259,0.2275,0.44,297,1291,0.135
260,0.225,0.444,298,1297,0.1375
261,0.225,0.442,301,1302,0.135
262,0.22,0.436,303,1307,0.135
263,0.215,0.438,304,1308,0.1325
264,0.22,0.448,306,1311,0.1425
265,0.2275,0.45,306,1316,0.14
266,0.2225,0.45,308,1319,0.145
267,0.23,0.45,309,1329,0.1475
268,0.245,0.44,311,1334,0.1425
269,0.245,0.436,314,1339,0.1425
270,0.2425,0.434,316,1347,0.14
271,0.24,0.434,316,1353,0.145
272,0.225,0.432,318,1356,0.1575
273,0.2275,0.442,319,1361,0.1575
274,0.23,0.444,320,1367,0.155
275,0.2175,0.446,322,1372,0.1625
276,0.2075,0.448,323,1378,0.175
277,0.205,0.448,323,1382,0.1775
278,0.2,0.446,326,1387,0.1725
279,0.21,0.446,329,1399,0.1625
280,0.1975,0.44,330,1401,0.1725
281,0.2125,0.444,330,1406,0.165
282,0.1925,0.444,336,1411,0.1725
283,0.2025,0.444,336,1415,0.1775
284,0.2025,0.452,336,1421,0.175
285,0.21,0.458,337,1428,0.1875
286,0.2125,0.46,341,1434,0.1875
287,0.2175,0.458,341,1437,0.2
288,0.225,0.46,343,1438,0.195
289,0.225,0.46,343,1444,0.195
290,0.2375,0.464,344,1449,0.1875
291,0.24,0.46,344,1455,0.18
292,0.2425,0.456,344,1459,0.185
293,0.25,0.452,344,1468,0.1775
294,0.2475,0.448,345,1473,0.165
295,0.2525,0.448,346,1479,0.1625
296,0.2575,0.452,348,1485,0.1625
297,0.255,0.448,349,1491,0.165
298,0.2575,0.454,352,1494,0.16
299,0.2475,0.454,355,1501,0.1625
300,0.24,0.45,356,1509,0.16
301,0.235,0.442,358,1516,0.16
302,0.23,0.444,358,1521,0.1575
303,0.2275,0.444,361,1525,0.1575
304,0.21,0.444,365,1530,0.1675
305,0.205,0.44,368,1538,0.1725
306,0.2025,0.436,371,1542,0.17
307,0.205,0.432,373,1543,0.165
308,0.2025,0.44,375,1552,0.1575
309,0.1975,0.436,375,1554,0.16
310,0.1975,0.44,377,1556,0.1725
311,0.2,0.44,379,1561,0.1675
312,0.21,0.436,379,1566,0.17
313,0.215,0.44,380,1571,0.175
314,0.22,0.442,382,1574,0.1775
315,0.2075,0.45,382,1577,0.185
316,0.215,0.456,382,1580,0.1875
317,0.22,0.456,384,1585,0.19
318,0.22,0.452,385,1588,0.1875
319,0.225,0.45,385,1594,0.1725
320,0.24,0.448,385,1599,0.175
321,0.2425,0.454,385,1607,0.1675
322,0.2275,0.454,389,1614,0.16
323,0.215,0.456,394,1617,0.1625
324,0.2225,0.458,395,1626,0.1575
325,0.225,0.456,396,1631,0.1625
326,0.225,0.46,396,1637,0.155
327,0.2275,0.456,397,1639,0.155
328,0.2275,0.454,399,1643,0.1525
329,0.2275,0.454,400,1647,0.1575
330,0.23,0.45,404,1652,0.1575
331,0.235,0.454,404,1656,0.1575
332,0.2125,0.452,406,1658,0.1725
333,0.21,0.454,408,1662,0.1675
334,0.205,0.46,408,1668,0.1625
335,0.2,0.464,408,1669,0.1675
336,0.1925,0.466,409,1670,0.18
337,0.1925,0.468,410,1676,0.18
338,0.1925,0.468,411,1680,0.19
339,0.1925,0.464,411,1689,0.1925
340,0.1925,0.46,412,1696,0.19
341,0.195,0.462,412,1699,0.205
342,0.1975,0.462,413,1706,0.1925
343,0.1975,0.452,416,1709,0.195
344,0.2075,0.452,417,1713,0.19
345,0.2025,0.452,421,1717,0.19
346,0.2025,0.456,422,1725,0.1875
347,0.215,0.454,424,1729,0.19
348,0.2,0.456,424,1736,0.2025
349,0.2075,0.454,425,1746,0.2025
350,0.2075,0.448,425,1752,0.1925
351,0.2225,0.44,425,1754,0.185
352,0.215,0.452,425,1763,0.185
353,0.2225,0.444,426,1768,0.1725
354,0.23,0.44,427,1775,0.17
355,0.2325,0.438,429,1778,0.165
356,0.2425,0.45,430,1784,0.1525
357,0.245,0.448,432,1789,0.1575
358,0.245,0.446,432,1795,0.16
359,0.225,0.44,433,1803,0.165
360,0.225,0.44,434,1805,0.1625
361,0.235,0.446,435,1805,0.1675
362,0.23,0.452,435,1810,0.175
363,0.2325,0.452,438,1814,0.18
364,0.2325,0.452,438,1818,0.1825
365,0.2275,0.448,438,1821,0.185
366,0.2225,0.458,441,1826,0.1825
367,0.2425,0.454,442,1831,0.17
368,0.2425,0.45,445,1841,0.165
369,0.2425,0.446,445,1842,0.18
370,0.24,0.448,447,1845,0.18
371,0.25,0.448,449,1848,0.1725
372,0.2475,0.448,449,1854,0.1775
373,0.2525,0.448,452,1858,0.18
374,0.2525,0.45,454,1866,0.1825
375,0.24,0.444,454,1871,0.19
376,0.245,0.456,456,1875,0.1875
377,0.245,0.454,457,1884,0.1875
378,0.25,0.448,457,1886,0.185
379,0.2425,0.448,461,1888,0.185
380,0.23,0.45,461,1893,0.185
381,0.225,0.45,461,1896,0.1825
382,0.225,0.45,461,1900,0.175
383,0.21,0.446,462,1905,0.1825
384,0.2175,0.452,463,1908,0.18
385,0.2125,0.456,464,1913,0.1825
386,0.2,0.458,467,1916,0.2025
387,0.2,0.46,468,1920,0.1975
388,0.2025,0.46,471,1924,0.1975
389,0.1975,0.46,475,1930,0.1875
390,0.205,0.45,477,1931,0.195
391,0.2,0.45,478,1934,0.1975
392,0.19,0.452,478,1942,0.205
393,0.1925,0.456,479,1948,0.1975
394,0.19,0.46,480,1951,0.19
395,0.195,0.466,480,1958,0.185
396,0.185,0.462,480,1969,0.1975
397,0.1775,0.456,481,1972,0.2
398,0.175,0.458,484,1974,0.195
399,0.1875,0.464,486,1983,0.18
400,0.195,0.46,486,1987,0.175
401,0.2025,0.462,486,1992,0.1775
402,0.2075,0.464,488,1994,0.1625
403,0.2125,0.462,489,1999,0.165
404,0.2025,0.454,490,2001,0.1725
405,0.2025,0.46,491,2003,0.1675
406,0.205,0.46,493,2005,0.1725
407,0.2125,0.462,495,2008,0.16
408,0.2125,0.464,496,2010,0.1625
409,0.2025,0.468,498,2019,0.1575
410,0.205,0.46,500,2022,0.1525
411,0.205,0.466,500,2027,0.15
412,0.2075,0.462,501,2037,0.155
413,0.2075,0.464,504,2041,0.15
414,0.205,0.464,507,2044,0.145
415,0.2225,0.476,507,2047,0.135
416,0.2225,0.48,509,2054,0.1325
417,0.2225,0.484,510,2056,0.1375
418,0.22,0.488,511,2063,0.1425
419,0.21,0.486,514,2066,0.15
420,0.215,0.48,515,2071,0.1525
421,0.22,0.48,518,2080,0.155
422,0.225,0.478,520,2084,0.155
423,0.21,0.482,522,2089,0.1475
424,0.2325,0.478,524,2093,0.135
425,0.235,0.482,526,2098,0.1375
426,0.235,0.488,527,2101,0.1375
427,0.225,0.494,528,2107,0.14
428,0.23,0.488,528,2114,0.1425
429,0.225,0.484,529,2120,0.1525
430,0.2275,0.482,529,2123,0.1475
431,0.2275,0.484,529,2129,0.1525
432,0.23,0.484,530,2136,0.16
433,0.225,0.482,531,2142,0.1675
434,0.24,0.48,533,2145,0.1675
435,0.25,0.484,534,2151,0.1725
436,0.2275,0.492,537,2155,0.18
437,0.2425,0.49,538,2159,0.175
438,0.25,0.494,540,2165,0.17
439,0.2525,0.492,541,2171,0.17
440,0.2475,0.496,544,2173,0.1775
441,0.2425,0.496,545,2176,0.185
442,0.2375,0.5,548,2178,0.185
443,0.235,0.504,548,2182,0.1875
444,0.2425,0.504,550,2184,0.19
445,0.2575,0.514,551,2186,0.185
446,0.2675,0.514,551,2189,0.17
447,0.27,0.514,553,2192,0.1725
448,0.2725,0.516,554,2201,0.1725
449,0.27,0.516,554,2207,0.1725
450,0.255,0.528,556,2209,0.18
451,0.255,0.534,561,2215,0.185
452,0.255,0.526,564,2219,0.17
453,0.245,0.52,568,2227,0.17
454,0.25,0.516,572,2232,0.165
455,0.2375,0.522,573,2237,0.17
456,0.23,0.528,577,2241,0.1825
457,0.2375,0.53,577,2243,0.185
458,0.24,0.53,577,2252,0.175
459,0.2425,0.528,578,2257,0.185
460,0.235,0.522,582,2261,0.1825
461,0.235,0.518,585,2268,0.1675
462,0.23,0.512,586,2273,0.1725
463,0.2375,0.51,586,2278,0.1775
464,0.2275,0.514,589,2286,0.1925
465,0.2225,0.512,591,2292,0.195
466,0.205,0.504,594,2298,0.2
467,0.215,0.5,597,2301,0.1825
468,0.225,0.5,597,2307,0.1775
469,0.225,0.496,597,2314,0.18
470,0.225,0.492,599,2321,0.1775
471,0.23,0.488,599,2324,0.1725
472,0.235,0.49,599,2329,0.1825
473,0.2325,0.49,599,2334,0.1825
474,0.22,0.49,599,2340,0.1925
475,0.23,0.486,599,2346,0.195
476,0.2275,0.482,599,2356,0.1925
477,0.2275,0.474,599,2365,0.195
478,0.2325,0.468,602,2372,0.185
479,0.24,0.472,602,2380,0.1875
480,0.23,0.474,602,2387,0.1925
481,0.2275,0.47,604,2389,0.195
482,0.23,0.472,605,2397,0.1925
483,0.2325,0.474,605,2400,0.185
484,0.23,0.476,606,2406,0.185
485,0.24,0.48,607,2415,0.1775
486,0.2325,0.476,609,2424,0.1875
487,0.22,0.474,611,2429,0.2
488,0.22,0.472,612,2433,0.2
489,0.225,0.47,612,2439,0.195
490,0.225,0.472,612,2446,0.195
491,0.22,0.47,613,2447,0.2025
492,0.225,0.474,614,2453,0.19
493,0.215,0.47,617,2457,0.1925
494,0.2125,0.466,623,2462,0.1925
495,0.215,0.462,623,2466,0.195
496,0.2125,0.466,626,2470,0.19
497,0.205,0.464,627,2474,0.1825
498,0.1925,0.462,627,2478,0.1875
499,0.1975,0.46,629,2480,0.185
500,0.2025,0.46,629,2485,0.1825
501,0.19,0.454,632,2487,0.195
502,0.195,0.454,633,2492,0.1925
503,0.2,0.454,634,2496,0.1925
504,0.21,0.452,635,2503,0.1925
505,0.2075,0.452,635,2506,0.185
506,0.2,0.448,637,2512,0.1775
507,0.2025,0.452,638,2519,0.1775
508,0.2075,0.448,639,2522,0.1825
509,0.2075,0.452,643,2527,0.1825
510,0.2,0.452,643,2533,0.1775
511,0.2,0.454,645,2539,0.165
512,0.2025,0.45,646,2544,0.165
513,0.2125,0.448,647,2547,0.165
514,0.2025,0.448,648,2552,0.175
515,0.2125,0.448,648,2557,0.17
516,0.22,0.446,648,2558,0.1725
517,0.2225,0.452,650,2564,0.1625
518,0.22,0.45,652,2571,0.155
519,0.22,0.446,656,2575,0.155
520,0.22,0.446,658,2579,0.1525
521,0.215,0.456,658,2586,0.15
522,0.2125,0.466,661,2597,0.15
523,0.22,0.464,662,2603,0.155
524,0.2275,0.462,662,2606,0.1575
525,0.235,0.468,664,2613,0.15
526,0.22,0.476,667,2620,0.1475
527,0.2125,0.47,668,2621,0.1525
528,0.22,0.476,671,2624,0.1475
529,0.215,0.482,674,2627,0.1525
530,0.2225,0.478,674,2631,0.1475
531,0.2075,0.484,675,2637,0.1575
532,0.21,0.484,676,2642,0.1575
533,0.215,0.478,676,2647,0.1525
534,0.215,0.48,676,2651,0.165
535,0.205,0.476,678,2655,0.1725
536,0.2,0.486,679,2661,0.17
537,0.1925,0.478,682,2665,0.1725
538,0.195,0.476,683,2668,0.1725
539,0.205,0.472,683,2673,0.1725
540,0.205,0.476,683,2677,0.165
541,0.1975,0.478,686,2683,0.1675
542,0.2025,0.476,690,2687,0.1725
543,0.205,0.478,691,2694,0.1775
544,0.215,0.474,692,2699,0.1725
545,0.205,0.478,694,2704,0.1725
546,0.205,0.476,695,2709,0.1725
547,0.2175,0.478,695,2713,0.175
548,0.22,0.478,696,2718,0.17
549,0.225,0.476,698,2725,0.1775
550,0.23,0.472,699,2730,0.175
551,0.23,0.482,701,2733,0.1775
552,0.24,0.482,702,2740,0.1775
553,0.2425,0.478,707,2742,0.165
554,0.245,0.482,708,2746,0.16
555,0.24,0.486,709,2751,0.145
556,0.245,0.492,710,2760,0.1425
557,0.245,0.492,713,2762,0.1475
558,0.2425,0.5,715,2766,0.1475
559,0.245,0.506,717,2772,0.1525
560,0.2525,0.504,717,2778,0.145
561,0.2625,0.498,718,2785,0.15
562,0.25,0.49,719,2786,0.1625
563,0.26,0.492,719,2791,0.1575
564,0.255,0.498,722,2796,0.165
565,0.2575,0.5,723,2803,0.165
566,0.2575,0.502,723,2807,0.1725
567,0.25,0.504,725,2811,0.17
568,0.265,0.502,725,2813,0.1725
569,0.26,0.506,728,2817,0.1775
570,0.26,0.504,729,2826,0.1725
571,0.2525,0.508,732,2829,0.185
572,0.2525,0.508,734,2831,0.1875
573,0.2525,0.506,735,2835,0.1875
574,0.255,0.504,735,2839,0.185
575,0.2525,0.504,736,2844,0.185
576,0.2325,0.502,738,2852,0.195
577,0.23,0.498,739,2858,0.2025
578,0.2225,0.498,740,2860,0.205
579,0.2225,0.51,740,2861,0.215
580,0.22,0.512,742,2866,0.215
581,0.2125,0.51,744,2873,0.225
582,0.2175,0.51,745,2876,0.215
583,0.2075,0.51,746,2880,0.2075
584,0.2075,0.516,747,2890,0.2125
585,0.2125,0.518,748,2894,0.2125
586,0.22,0.514,751,2900,0.2175
587,0.2225,0.512,751,2907,0.22
588,0.22,0.51,753,2913,0.2125
589,0.215,0.512,754,2915,0.2075
590,0.215,0.51,754,2923,0.21
591,0.22,0.514,755,2927,0.21
592,0.215,0.508,755,2931,0.2125
593,0.21,0.502,756,2934,0.2125
594,0.2175,0.498,756,2941,0.2075
595,0.21,0.492,757,2944,0.2
596,0.2175,0.502,758,2950,0.195
597,0.2125,0.502,761,2957,0.19
598,0.2,0.5,763,2960,0.1875
599,0.215,0.498,763,2963,0.18
600,0.225,0.496,766,2970,0.17
601,0.2225,0.49,769,2978,0.17
602,0.2175,0.492,770,2982,0.175
603,0.2125,0.492,773,2990,0.1725
604,0.215,0.49,775,2996,0.1725
605,0.2025,0.496,779,2999,0.18
606,0.21,0.5,779,3003,0.1675
607,0.215,0.496,779,3007,0.165
608,0.215,0.5,780,3017,0.165
609,0.2125,0.49,785,3023,0.16
610,0.21,0.486,785,3025,0.1575
611,0.21,0.492,785,3031,0.1625
612,0.215,0.494,787,3035,0.155
613,0.23,0.496,789,3039,0.15
614,0.23,0.496,789,3040,0.155
615,0.235,0.496,792,3046,0.145
616,0.245,0.496,794,3052,0.155
617,0.2425,0.49,796,3058,0.1425
618,0.2425,0.482,796,3059,0.15
619,0.22,0.484,799,3064,0.1675
620,0.2175,0.484,800,3067,0.16
621,0.22,0.486,801,3073,0.15
622,0.2225,0.486,803,3076,0.1575
623,0.2175,0.486,805,3078,0.1625
624,0.23,0.486,805,3084,0.16
625,0.235,0.496,806,3087,0.16
626,0.225,0.492,808,3097,0.1625
627,0.2375,0.484,809,3101,0.16
628,0.24,0.482,811,3107,0.165
629,0.255,0.486,811,3113,0.16
630,0.2575,0.49,812,3118,0.16
631,0.2475,0.49,815,3123,0.1675
632,0.245,0.494,817,3132,0.1775
633,0.24,0.502,818,3138,0.17
634,0.24,0.504,819,3142,0.1775
635,0.2275,0.506,820,3150,0.19
636,0.245,0.502,821,3157,0.175
637,0.245,0.502,824,3167,0.17
638,0.2375,0.49,824,3173,0.18
639,0.24,0.492,825,3176,0.1825
640,0.245,0.49,825,3180,0.175
641,0.245,0.49,827,3184,0.17
642,0.2475,0.486,830,3187,0.1775
643,0.2475,0.486,832,3197,0.1775
644,0.2325,0.476,834,3202,0.18
645,0.2225,0.478,837,3208,0.185
646,0.2175,0.474,838,3213,0.195
647,0.225,0.484,839,3216,0.1925
648,0.2175,0.494,841,3222,0.2
649,0.23,0.49,842,3228,0.205
650,0.23,0.494,843,3233,0.2025
651,0.2225,0.49,846,3241,0.205
652,0.215,0.482,846,3247,0.2025
653,0.2225,0.484,847,3252,0.1925
654,0.24,0.486,847,3256,0.18
655,0.2375,0.484,849,3264,0.18
656,0.23,0.486,850,3269,0.185
657,0.2225,0.484,852,3276,0.19
658,0.22,0.48,852,3282,0.185
659,0.21,0.48,855,3287,0.1825
660,0.205,0.488,857,3292,0.1875
661,0.2,0.48,862,3298,0.19
662,0.2175,0.478,862,3303,0.1825
663,0.2225,0.478,862,3310,0.1825
664,0.2325,0.482,862,3317,0.175
665,0.2275,0.476,864,3319,0.1825
666,0.2375,0.486,866,3325,0.175
667,0.2325,0.484,868,3330,0.18
668,0.24,0.49,868,3335,0.19
669,0.2375,0.49,869,3342,0.1825
670,0.25,0.484,869,3344,0.1775
671,0.2475,0.49,869,3348,0.17
672,0.2425,0.494,872,3356,0.185
673,0.24,0.49,874,3358,0.1875
674,0.2375,0.492,875,3362,0.19
675,0.2475,0.494,875,3370,0.18
676,0.245,0.488,877,3374,0.1825
677,0.2525,0.496,878,3383,0.17
678,0.2525,0.496,878,3389,0.1675
679,0.26,0.5,879,3392,0.17
680,0.2475,0.506,881,3398,0.185
681,0.2425,0.52,883,3402,0.1825
682,0.245,0.516,883,3405,0.1875
683,0.2425,0.518,884,3409,0.19
684,0.23,0.514,888,3413,0.2
685,0.2325,0.516,891,3417,0.2
686,0.23,0.518,893,3429,0.19
687,0.2225,0.512,896,3431,0.1925
688,0.21,0.518,896,3434,0.2
689,0.21,0.516,897,3441,0.19
690,0.205,0.52,903,3448,0.1925
691,0.2075,0.52,904,3450,0.185
692,0.205,0.52,905,3454,0.185
693,0.195,0.526,907,3457,0.1875
694,0.1925,0.53,909,3463,0.1875
695,0.2075,0.534,912,3465,0.1925
696,0.205,0.538,913,3470,0.19
697,0.2175,0.536,913,3472,0.185
698,0.2175,0.538,915,3476,0.1975
699,0.2175,0.536,915,3478,0.1925
700,0.2175,0.54,915,3486,0.1925
701,0.215,0.542,915,3489,0.2025
702,0.22,0.538,917,3491,0.1925
703,0.215,0.542,918,3500,0.1875
704,0.2175,0.532,918,3505,0.185
705,0.2225,0.536,919,3509,0.1875
706,0.25,0.536,919,3514,0.18
707,0.2575,0.536,919,3519,0.1775
708,0.245,0.534,921,3524,0.175
709,0.245,0.54,922,3528,0.175
710,0.26,0.544,924,3533,0.1775
