,t,infection_fraction
0,0,0.20333333333333334
1,1,0.20333333333333334
2,2,0.20333333333333334
3,3,0.20333333333333334
4,4,0.20333333333333334
5,5,0.20666666666666667
6,6,0.21
7,7,0.21333333333333335
8,8,0.21333333333333335
9,9,0.21333333333333335
10,10,0.21333333333333335
11,11,0.22
12,12,0.22666666666666666
13,13,0.23
14,14,0.23666666666666666
15,15,0.23333333333333334
16,16,0.23333333333333334
17,17,0.22
18,18,0.14666666666666667
19,19,0.07
20,20,0.04
21,21,0.04666666666666667
22,22,0.05
23,23,0.056666666666666664
24,24,0.056666666666666664
25,25,0.056666666666666664
26,26,0.06333333333333334
27,27,0.06333333333333334
28,28,0.06333333333333334
29,29,0.06
30,30,0.06
31,31,0.06
32,32,0.06
33,33,0.05333333333333334
34,34,0.05333333333333334
35,35,0.056666666666666664
36,36,0.06
37,37,0.06333333333333334
38,38,0.06333333333333334
39,39,0.06333333333333334
40,40,0.056666666666666664
41,41,0.05
42,42,0.05
43,43,0.04666666666666667
44,44,0.05
45,45,0.05
46,46,0.05333333333333334
47,47,0.06
48,48,0.06
49,49,0.06
50,50,0.06333333333333334
51,51,0.06666666666666667
52,52,0.06333333333333334
53,53,0.06
54,54,0.07
55,55,0.06333333333333334
56,56,0.07
57,57,0.08
58,58,0.08666666666666667
59,59,0.09
60,60,0.08666666666666667
61,61,0.08333333333333333
62,62,0.08
63,63,0.09333333333333334
64,64,0.09
65,65,0.09666666666666666
66,66,0.09333333333333334
67,67,0.09333333333333334
68,68,0.10666666666666667
69,69,0.10333333333333333
70,70,0.10333333333333333
71,71,0.10333333333333333
72,72,0.11
73,73,0.10333333333333333
74,74,0.09666666666666666
75,75,0.08333333333333333
76,76,0.08
77,77,0.08
78,78,0.08
79,79,0.08
80,80,0.07333333333333333
81,81,0.07333333333333333
82,82,0.07
83,83,0.07333333333333333
84,84,0.07
85,85,0.06333333333333334
86,86,0.05333333333333334
87,87,0.05333333333333334
88,88,0.05
89,89,0.04666666666666667
90,90,0.05333333333333334
91,91,0.05333333333333334
92,92,0.05333333333333334
93,93,0.06
94,94,0.05333333333333334
95,95,0.05333333333333334
96,96,0.056666666666666664
97,97,0.05333333333333334
98,98,0.056666666666666664
99,99,0.06666666666666667
100,100,0.07
101,101,0.06666666666666667
102,102,0.05333333333333334
103,103,0.05333333333333334
104,104,0.05333333333333334
105,105,0.05333333333333334
106,106,0.05333333333333334
107,107,0.05
108,108,0.04666666666666667
109,109,0.04666666666666667
110,110,0.043333333333333335
111,111,0.05
112,112,0.05
113,113,0.05
114,114,0.05333333333333334
115,115,0.05333333333333334
116,116,0.05
117,117,0.04666666666666667
118,118,0.04
119,119,0.03333333333333333
120,120,0.043333333333333335
121,121,0.05333333333333334
122,122,0.04666666666666667
123,123,0.05
124,124,0.06333333333333334
125,125,0.06666666666666667
126,126,0.06333333333333334
127,127,0.06333333333333334
128,128,0.06
129,129,0.06
130,130,0.07
131,131,0.06666666666666667
132,132,0.06666666666666667
133,133,0.06333333333333334
134,134,0.06666666666666667
135,135,0.07333333333333333
136,136,0.07333333333333333
137,137,0.07333333333333333
138,138,0.07
139,139,0.07333333333333333
140,140,0.07333333333333333
141,141,0.07666666666666666
142,142,0.07666666666666666
143,143,0.06666666666666667
144,144,0.07
145,145,0.07333333333333333
146,146,0.09
147,147,0.09666666666666666
148,148,0.09333333333333334
149,149,0.09
150,150,0.09666666666666666
151,151,0.09333333333333334
152,152,0.09
153,153,0.09
154,154,0.09
155,155,0.09333333333333334
156,156,0.09666666666666666
157,157,0.09666666666666666
158,158,0.09333333333333334
159,159,0.09666666666666666
160,160,0.1
161,161,0.10333333333333333
162,162,0.1
163,163,0.08333333333333333
164,164,0.08333333333333333
165,165,0.08333333333333333
166,166,0.07333333333333333
167,167,0.07
168,168,0.07333333333333333
169,169,0.08
170,170,0.08666666666666667
171,171,0.09
172,172,0.08333333333333333
173,173,0.08
174,174,0.09
175,175,0.09333333333333334
176,176,0.1
177,177,0.09666666666666666
178,178,0.09333333333333334
179,179,0.09
180,180,0.09
181,181,0.08666666666666667
182,182,0.09
183,183,0.08666666666666667
184,184,0.09
185,185,0.09666666666666666
186,186,0.09666666666666666
187,187,0.1
188,188,0.09
189,189,0.09666666666666666
190,190,0.09666666666666666
191,191,0.09666666666666666
192,192,0.09666666666666666
193,193,0.08333333333333333
194,194,0.09
195,195,0.09666666666666666
196,196,0.09333333333333334
197,197,0.09666666666666666
198,198,0.1
199,199,0.09666666666666666
200,200,0.09666666666666666
201,201,0.1
202,202,0.09666666666666666
203,203,0.09666666666666666
204,204,0.09333333333333334
205,205,0.09333333333333334
206,206,0.08666666666666667
207,207,0.08333333333333333
208,208,0.07666666666666666
209,209,0.08333333333333333
210,210,0.09
211,211,0.09333333333333334
212,212,0.08666666666666667
213,213,0.09
214,214,0.1
215,215,0.08666666666666667
216,216,0.09666666666666666
217,217,0.09333333333333334
218,218,0.09333333333333334
219,219,0.08666666666666667
220,220,0.09666666666666666
221,221,0.1
222,222,0.10666666666666667
223,223,0.11333333333333333
224,224,0.11
225,225,0.11333333333333333
226,226,0.10333333333333333
227,227,0.10333333333333333
228,228,0.10333333333333333
229,229,0.11
230,230,0.11333333333333333
231,231,0.10666666666666667
232,232,0.1
233,233,0.09666666666666666
234,234,0.09666666666666666
235,235,0.1
236,236,0.09666666666666666
237,237,0.09
238,238,0.08666666666666667
239,239,0.08333333333333333
240,240,0.07333333333333333
241,241,0.06333333333333334
242,242,0.06
243,243,0.056666666666666664
244,244,0.06666666666666667
245,245,0.07666666666666666
246,246,0.07333333333333333
247,247,0.06333333333333334
248,248,0.06333333333333334
249,249,0.06
250,250,0.06
251,251,0.05333333333333334
252,252,0.05
253,253,0.043333333333333335
254,254,0.043333333333333335
255,255,0.043333333333333335
256,256,0.05
257,257,0.056666666666666664
258,258,0.06
259,259,0.06333333333333334
260,260,0.06666666666666667
261,261,0.07333333333333333
262,262,0.06666666666666667
263,263,0.06
264,264,0.05333333333333334
265,265,0.06
266,266,0.06333333333333334
267,267,0.07
268,268,0.07333333333333333
269,269,0.08
270,270,0.08333333333333333
271,271,0.08333333333333333
272,272,0.08666666666666667
273,273,0.08666666666666667
274,274,0.08666666666666667
275,275,0.08666666666666667
276,276,0.08333333333333333
277,277,0.09
278,278,0.08
279,279,0.08666666666666667
280,280,0.08333333333333333
281,281,0.08333333333333333
282,282,0.08
283,283,0.08
284,284,0.08333333333333333
